colony_id,chla.ug.cm2,chlc2.ug.cm2,timepoint
ACR-A10,0.644044250291626,0.1518489303639646,timepoint1
ACR-A13,1.339184906425943,0.21405371357699984,timepoint1
ACR-A17,1.1099605599779656,0.1960659073592612,timepoint1
ACR-A6,2.4340745888677824,0.5615773483787274,timepoint1
ACR-A7,0.9187515639391218,0.23154044253137573,timepoint1
ACR-R12,0.886505356964327,0.18305639533544682,timepoint1
ACR-R15,1.930362663312831,0.3790109553753636,timepoint1
ACR-R16,0.6035799226762506,0.12609547269830298,timepoint1
ACR-R18,0.6595684938283107,0.11368258961933785,timepoint1
ACR-R23,1.0008159177452427,0.18015557059877865,timepoint1
ACR-R24,0.7661103537199039,0.11897972347672653,timepoint1
ACR-R26,0.9953980303503689,0.1839905831836939,timepoint1
ACR-R28,1.7724669509144888,0.332475704988103,timepoint1
POC-A11,1.0025387572595457,0.24390317093172267,timepoint1
POC-A12,0.9763751783040445,0.22070825443745348,timepoint1
POC-A13,0.6888797574682145,0.15872973112583932,timepoint1
POC-A16,1.228796964633882,0.267486282795287,timepoint1
POC-R11,0.21560864726958093,0.040489611424280376,timepoint1
POC-R12,0.43116246220792004,0.09501965366937448,timepoint1
POC-R13,0.5882794527763647,0.07777554029966417,timepoint1
POC-R14,0.3007400518206926,0.06871599226885299,timepoint1
POC-R15,0.45520450933081014,0.06960764261736047,timepoint1
POC-R16,0.05783239251197082,-0.018366717831885745,timepoint1
POC-R18,0.5074475019998907,0.10970098365152209,timepoint1
POC-R19,0.8348208217808123,0.1637390586229298,timepoint1
POC-R20,0.7993672085967158,0.17856947630705466,timepoint1
POC-R21,0.25922434229775515,0.060930691147849186,timepoint1
POC-R22,0.46504806704215085,0.09028494856627647,timepoint1
POC-R23,0.4783547761340421,0.07567672444944848,timepoint1
POC-R24,0.5045831745364071,0.10936500305130177,timepoint1
POC-R27,0.5530168058870385,0.05721247455452642,timepoint1
POC-R28,0.49586218134826343,0.15608483942806894,timepoint1
POR-A10,0.9727535935286837,0.25854470882046804,timepoint1
POR-A12,0.8664714035551069,0.20191280406988682,timepoint1
POR-A15,5.354177517759801,1.4042493876770428,timepoint1
POR-R13,0.25763630441604757,0.01826521408758004,timepoint1
POR-R15,1.0292755078306293,0.09744219974249198,timepoint1
POR-R16,1.1966386013443353,0.1812022493008423,timepoint1
POR-R17,0.7146883082409263,0.12348969309323884,timepoint1
POR-R18,0.5142017543160976,0.06214747800056039,timepoint1
POR-R21,0.8925832603192617,0.14514921607948722,timepoint1
POR-R26,0.5741267169357717,0.04070291033711222,timepoint1
POR-R29,1.243650627904354,0.2875728720497562,timepoint1
POR-R30,1.0016645778378415,0.23834055672883622,timepoint1
ACR-A11,1.168883261062398,0.2501465058843461,timepoint1
ACR-A12,1.5518775629779578,0.4396080118517281,timepoint1
ACR-A14,1.1578154498831015,0.338550452395159,timepoint1
ACR-A16,1.5704508806215844,0.32370406673264385,timepoint1
ACR-A8,2.207935758087397,0.4831709760549317,timepoint1
ACR-A9,1.4789262161392567,0.3394922294376096,timepoint1
ACR-R11,0.24893171176335588,0.06603644876140449,timepoint1
ACR-R13,2.104144513442894,0.5477995595441157,timepoint1
ACR-R14,1.156001657386297,0.2570047328241225,timepoint1
ACR-R15,0.9637372680355458,0.25062998313981977,timepoint1
ACR-R17,1.2986235686878627,0.2962778045350942,timepoint1
ACR-R19,0.7885727373399587,0.20973787488842804,timepoint1
ACR-R22,0.9056999851766899,0.20712310751256655,timepoint1
ACR-R25,1.1142666911836856,0.28523513105769926,timepoint1
ACR-R27,2.021319712580589,0.4297284325250852,timepoint1
ACR-R29,1.6542098261338334,0.42174010203763046,timepoint1
ACR-R30,2.436633118141208,0.5123289035053028,timepoint1
POC-A10,3.596596168505585,0.6995904361631414,timepoint1
POC-A12,0.35185769582519255,0.09906564241901868,timepoint1
POC-A14,1.7578900358636722,0.45080395647908106,timepoint1
POC-A15,0.9855058407219446,0.2344198520643906,timepoint1
POC-A7,1.0844236962424685,0.3023781247064737,timepoint1
POC-A8,1.662186206464054,0.45614182883084103,timepoint1
POC-A9,2.7272530823827212,0.6185263017523631,timepoint1
POC-R26,0.0511705289503181,0.03414492560604255,timepoint1
POC-R29,0.9232420458258911,0.20610962955401127,timepoint1
POC-R30,0.73028374443026,0.18840556799943942,timepoint1
POR-A11,1.9623130871770755,0.4955905416028622,timepoint1
POR-A13,4.876676407516898,1.3401806142685737,timepoint1
POR-A14,3.1882297919303193,0.8682647037502432,timepoint1
POR-A15,5.457386424262918,1.7212923160369136,timepoint1
POR-A16,3.6876265679344065,0.9465414442281945,timepoint1
POR-A17,1.5483058298549854,0.514245870510475,timepoint1
POR-A6,4.255367733708654,1.1794266208210722,timepoint1
POR-A7,2.800869958906721,0.8137038189053782,timepoint1
POR-A8,2.077753902136671,0.573455818782971,timepoint1
POR-A9,1.354753189058653,0.4183528633043484,timepoint1
POR-R14,2.805050797529982,0.743309496301831,timepoint1
POR-R19,1.9337230816439253,0.5319302285668145,timepoint1
POR-R20,2.480633825102703,0.6099112907721124,timepoint1
POR-R22,1.5672329288564253,0.3778057771067203,timepoint1
POR-R24,2.382923813864658,0.6161024606872448,timepoint1
POR-R25,1.1190078041523317,0.2978254864490192,timepoint1
POR-R27,2.5451029314963924,0.5140864465233302,timepoint1
POR-R28,0.8748384577199441,0.2640442083296443,timepoint1
